AC007038.7,NA,NA,0.091540009,NA,NA,NA,NA
AC007128.1,NA,NA,NA,0.57338178,NA,NA,NA
AC007228.11,NA,NA,0.096267293,NA,NA,NA,NA
AC007228.9,-0.040123589,NA,NA,NA,NA,NA,NA
AC007364.1,NA,NA,0.003563278,NA,NA,NA,NA
AC007383.3,-0.058479888,-0.096848853,NA,-0.151866668,NA,NA,NA
AC007386.2,NA,NA,0.01076161,NA,NA,NA,NA
AC007389.3,NA,NA,0.066846754,NA,NA,NA,NA
AC007405.4,NA,NA,0.028348668,NA,NA,NA,NA
AC007557.2,NA,NA,NA,-0.128806741,NA,NA,NA
AC007787.2,NA,NA,0.023680855,NA,NA,NA,NA
AC007879.2,NA,NA,NA,NA,0.165905491,NA,NA
AC008746.12,NA,NA,0.176166526,NA,NA,NA,NA
AC008753.4,NA,NA,0.029776744,NA,NA,NA,NA
AC009120.6,0.17063728,NA,NA,NA,NA,NA,NA
AC009133.12,NA,NA,NA,0.267760168,NA,NA,NA
AC009133.15,NA,NA,0.10344231,NA,NA,NA,NA
AC009303.2,0.088909447,0.079290141,0.3086587,NA,NA,NA,NA
AC009403.2,NA,NA,0.041437217,-0.054166334,NA,NA,NA
AC009506.1,NA,NA,0.251937437,NA,NA,NA,NA
AC010096.1,NA,NA,NA,0.192791468,NA,NA,NA
AC010096.2,NA,0.141843651,NA,NA,NA,NA,NA
AC010524.4,NA,NA,0.023686943,NA,NA,NA,NA
AC010744.1,-0.203601642,-0.189978537,NA,NA,NA,NA,NA
AC011298.2,NA,NA,0.15381989,NA,NA,NA,NA
AC011516.2,-0.076913404,-0.061672527,NA,NA,NA,NA,NA
AC011995.3,NA,NA,0.006027052,NA,NA,NA,NA
AC011997.1,NA,NA,0.020098874,NA,NA,NA,NA
AC012074.2,0.140082512,NA,0.110937538,NA,NA,NA,NA
AC012075.2,NA,NA,NA,NA,0.231825144,NA,NA
AC012146.7,NA,NA,0.283136844,NA,NA,NA,NA
AC012456.3,-0.088187404,NA,NA,NA,NA,NA,NA
AC012531.25,NA,NA,0.068245244,NA,NA,NA,NA
AC015969.3,NA,NA,0.051611686,NA,NA,NA,NA
AC016831.7,-0.12312364,NA,NA,-0.111295002,NA,NA,NA
AC017104.6,-0.085340361,-0.064996588,NA,-0.10214589,NA,NA,NA
AC018647.3,NA,NA,NA,-0.172900002,NA,NA,NA
AC018755.17,NA,NA,0.007315169,NA,NA,NA,NA
AC018766.6,0.107617461,0.073380039,0.056326414,-0.072566122,NA,NA,NA
AC018816.3,NA,-0.130317255,0.218544074,NA,NA,NA,NA
AC025442.3,NA,NA,NA,NA,-0.133217582,NA,NA
AC062017.1,-0.046083046,NA,0.25583446,-0.041727419,0.285414039,NA,NA
AC062029.1,NA,NA,0.111280411,NA,NA,NA,NA
AC067956.1,-0.101639113,-0.095249858,NA,-0.117735967,NA,NA,NA
AC068138.1,NA,NA,NA,NA,0.270900402,NA,NA
AC068282.3,0.104333836,NA,0.158216248,NA,NA,NA,NA
AC068535.3,NA,NA,0.00297869,NA,NA,NA,NA
AC073072.5,NA,NA,0.019368074,NA,NA,NA,NA
AC074212.6,NA,NA,0.191234503,NA,NA,NA,NA
AC074289.1,NA,NA,NA,-0.331422264,NA,NA,NA
AC074391.1,NA,NA,NA,-0.102647107,NA,NA,NA
AC078883.3,0.097040273,NA,0.207480483,NA,NA,NA,NA
AC078883.4,NA,NA,-0.031237302,NA,NA,NA,NA
AC079305.10,0.037582659,NA,NA,NA,NA,NA,NA
AC079630.4,NA,NA,0.041301009,NA,0.172488279,NA,NA
AC079922.3,NA,NA,0.132865345,NA,NA,NA,NA
AC083843.1,NA,NA,0.156878346,NA,NA,NA,NA
AC083949.1,NA,NA,0.17180125,NA,NA,NA,NA
AC090286.4,-0.163052786,NA,NA,NA,NA,NA,NA
AC091633.3,-0.116145431,-0.13683597,0.051791223,NA,NA,NA,NA
AC091801.1,NA,NA,0.013358741,NA,NA,NA,NA
AC092535.3,NA,NA,0.064520592,NA,NA,NA,NA
AC092667.2,NA,NA,0.234781213,NA,NA,NA,NA
AC093609.1,-0.110251496,-0.089390229,NA,NA,NA,NA,NA
AC093627.10,NA,NA,0.407832083,NA,NA,NA,NA
AC093642.1,NA,NA,NA,-0.36190215,NA,NA,NA
AC093673.5,-0.072828386,-0.102656584,NA,NA,NA,NA,NA
AC093901.1,0.203882795,NA,0.194837049,0.355524806,NA,NA,NA
AC096574.4,NA,NA,NA,-0.083601102,NA,NA,NA
AC097724.3,NA,NA,0.108538123,-0.123189708,NA,NA,NA
AC099684.1,NA,NA,0.008007192,NA,NA,NA,NA
AC099850.1,NA,NA,0.314561841,NA,0.30999724,NA,NA
AC103563.8,NA,NA,0.140269678,NA,NA,NA,NA
AC104653.1,NA,NA,0.071852348,NA,NA,NA,NA
AC104667.3,NA,NA,0.124175345,NA,NA,NA,NA
AC104699.1,0.12849015,0.093108983,0.229769534,NA,NA,NA,0.076627902
AC105402.4,NA,NA,0.00342418,NA,NA,NA,NA
AC106786.1,NA,NA,0.459398708,NA,NA,NA,NA
AC106876.2,NA,NA,0.136043447,NA,NA,NA,NA
AC108004.2,0.352477318,0.333321355,0.434307982,0.370006121,-0.130031308,NA,NA
AC108142.1,NA,NA,NA,0.47819971,NA,NA,NA
AC108676.1,-0.517581177,-0.541338513,-0.318375004,NA,NA,NA,NA
AC110769.3,NA,NA,0.033134721,NA,NA,NA,NA
AC110781.3,-0.05818447,NA,NA,NA,NA,NA,NA
AC114271.2,NA,NA,0.098551814,NA,NA,NA,NA
AC114730.11,-0.110088309,-0.108334453,0.283336789,-0.092833965,NA,NA,NA
AC116614.1,NA,NA,0.168951965,-0.295316374,NA,NA,NA
AC124944.3,NA,NA,NA,-0.156947194,NA,NA,NA
AC130469.1,NA,NA,0.020560562,NA,NA,NA,NA
AC133644.2,NA,NA,0.290228281,NA,NA,NA,NA
AC137932.5,NA,NA,0.156056054,NA,NA,NA,NA
AC139100.3,NA,NA,0.045254499,NA,NA,NA,NA
AC142472.6,-0.136425111,NA,0.131951044,NA,NA,NA,NA
AC145123.2,NA,NA,0.013988309,NA,NA,NA,NA
AC145343.2,NA,NA,0.288130878,NA,NA,NA,NA
AC145676.2,-0.087214247,-0.094810257,NA,NA,NA,NA,NA
AC147651.4,NA,NA,0.299465843,NA,NA,NA,NA
ACVR2B-AS1,0.178765471,NA,0.116334337,NA,NA,NA,NA
ADD3-AS1,NA,NA,NA,-0.178331677,NA,NA,NA
ADORA2A-AS1,0.487194168,0.47722321,0.418097941,NA,NA,NA,NA
AF001548.5,NA,-0.065825522,-0.074802674,NA,NA,NA,NA
AF127577.13,NA,NA,0.039189298,NA,NA,NA,NA
AF131215.2,0.45843676,0.490313978,0.471510152,NA,NA,NA,NA
AF131215.3,0.440087879,0.338108431,0.025271654,NA,NA,NA,NA
AF131215.4,0.550290438,0.497284603,0.012007495,NA,NA,NA,NA
AF131215.8,NA,NA,0.172623129,NA,NA,NA,NA
AF131215.9,0.075631665,0.082058781,0.519677078,NA,NA,NA,NA
AF131216.5,NA,NA,0.248194196,NA,NA,NA,NA
AF186192.1,NA,NA,0.099547008,NA,NA,NA,NA
AGAP2-AS1,NA,NA,0.303643164,0.181046807,NA,NA,NA
AGPAT4-IT1,NA,NA,0.134092037,NA,NA,NA,NA
AL022341.3,-0.062764504,NA,NA,-0.078274349,NA,NA,NA
AL022344.5,NA,NA,NA,NA,0.136276376,NA,NA
AL122127.25,NA,NA,0.139817646,NA,NA,NA,NA
AL133243.4,0.112356941,0.09665625,0.007976813,NA,NA,NA,NA
AL928742.12,NA,NA,NA,NA,NA,NA,0.067581931
AL928768.3,0.067074607,NA,0.439571891,0.059825335,NA,NA,NA
ALDH1L1-AS2,NA,NA,0.091738183,NA,NA,NA,NA
ALKBH3-AS1,NA,NA,0.027870534,NA,NA,NA,NA
ALOX12-AS1,NA,NA,0.110761147,-0.150281575,NA,NA,NA
ANKRD44-IT1,NA,NA,0.010940844,NA,NA,NA,NA
ANP32A-IT1,0.071871935,NA,0.381323012,NA,NA,NA,NA
AP000223.42,0.420985399,0.424441396,0.095007796,NA,NA,NA,NA
AP000230.1,NA,NA,0.041894688,NA,NA,NA,NA
AP000253.1,NA,NA,0.019528267,-0.072431824,NA,NA,NA
AP000265.1,NA,NA,0.016750542,NA,NA,NA,NA
AP000266.7,NA,NA,0.038339382,NA,NA,NA,NA
AP000432.1,NA,NA,0.032050757,NA,NA,NA,NA
AP000432.3,NA,NA,-0.097372031,NA,NA,NA,NA
AP000473.8,NA,0.100109363,0.048552943,NA,NA,NA,NA
AP000560.3,NA,NA,0.238821847,NA,NA,NA,NA
AP000662.4,NA,NA,NA,NA,0.472775743,NA,NA
AP000679.2,NA,NA,0.08163847,-0.10308525,NA,NA,NA
AP000696.2,NA,NA,0.208128649,NA,0.110079673,NA,NA
AP001062.7,NA,NA,0.24770368,NA,NA,NA,NA
AP001171.1,NA,NA,0.012003332,NA,NA,NA,NA
AP001189.4,NA,NA,-0.037934762,NA,NA,NA,NA
AP001258.4,0.214071942,0.171932148,0.327674254,NA,NA,NA,NA
AP001347.6,NA,NA,0.197810785,NA,NA,NA,NA
AP001372.2,NA,NA,0.301414869,NA,NA,NA,NA
AP001462.6,0.115030657,NA,0.083493828,NA,NA,NA,NA
AP001604.3,NA,0.2092917,NA,NA,0.158506287,NA,NA
AP001630.5,-0.102392204,NA,0.01890353,NA,NA,NA,NA
AP006216.5,-0.091863855,NA,NA,NA,NA,NA,NA
AP006547.3,NA,NA,NA,NA,0.203690313,NA,NA
APCDD1L-AS1,-0.278182204,-0.336308296,-0.320593664,NA,NA,NA,NA
APTR,NA,NA,0.397331967,NA,NA,NA,NA
ARHGAP19-SLIT1,NA,NA,0.097972262,NA,NA,NA,NA
ARHGAP26-AS1,NA,NA,0.094668036,NA,NA,NA,NA
ARHGAP5-AS1,NA,NA,0.244402113,NA,NA,NA,-0.067666784
ARHGEF7-AS2,NA,NA,0.137436387,NA,NA,NA,NA
ARNTL2-AS1,-0.07394703,-0.066264171,NA,NA,NA,NA,NA
ARRDC3-AS1,-0.116112137,NA,0.094765175,NA,NA,NA,NA
ASAP1-IT1,NA,NA,NA,0.243540776,NA,NA,NA
ASAP1-IT2,0.049513259,0.063201828,0.389898759,NA,NA,NA,NA
ASH1L-AS1,NA,-0.107367414,NA,NA,NA,NA,NA
ASMTL-AS1,NA,NA,0.419038042,NA,NA,NA,NA
ATP1A1-AS1,NA,NA,0.114533799,NA,NA,NA,NA
ATP2A1-AS1,NA,NA,0.267132421,NA,NA,NA,NA
ATXN8OS,NA,NA,0.09663803,NA,NA,NA,NA
AY269186.1,NA,0.096266601,NA,NA,NA,NA,NA
AZIN1-AS1,-0.077289711,-0.105356123,0.130139924,NA,NA,NA,NA
B3GALT5-AS1,0.163614286,0.159507081,0.098609066,NA,NA,NA,NA
BAALC-AS2,-0.051930894,NA,0.306653033,NA,NA,NA,NA
BACH1-IT1,NA,NA,NA,0.167187071,NA,NA,NA
BAIAP2-AS1,NA,NA,NA,NA,0.165773202,NA,NA
BANCR,NA,NA,NA,0.42473785,NA,-0.196589028,NA
BARX1-AS1,0.107444455,0.116888959,NA,NA,NA,NA,NA
BBOX1-AS1,NA,NA,0.419984814,NA,NA,NA,NA
BCAR4,0.134647316,NA,0.012643058,NA,NA,NA,NA
BDNF-AS,0.250228763,0.2822146,0.225072174,NA,NA,NA,NA
BFSP2-AS1,NA,NA,0.046205621,NA,NA,NA,NA
BIN3-IT1,-0.091287089,NA,NA,NA,NA,NA,-0.126684897
BLACAT1,NA,NA,0.056958933,NA,NA,NA,NA
BPESC1,NA,NA,0.004018166,NA,NA,NA,NA
BRE-AS1,NA,NA,-0.13193304,NA,NA,NA,NA
BREA2,NA,NA,0.269280605,NA,NA,NA,NA
BRWD1-IT2,0.061259397,NA,NA,NA,NA,NA,NA
BVES-AS1,NA,NA,0.113481147,NA,NA,NA,NA
C18orf12,-0.041086775,NA,0.277190708,-0.0460558,0.148552506,NA,NA
C18orf15,NA,NA,0.021154744,NA,NA,NA,NA
C18orf61,NA,NA,0.021015789,NA,-0.162404395,NA,NA
C1orf132,NA,NA,NA,NA,NA,NA,0.176124026
C1orf220,NA,NA,0.048478833,NA,NA,NA,NA
C20orf166-AS1,-0.093929086,-0.119053291,NA,NA,NA,NA,NA
C20orf181,-0.083072404,NA,0.242851753,NA,NA,NA,NA
C21orf62-AS1,NA,NA,-0.069635467,NA,NA,NA,NA
C21orf91-OT1,NA,NA,0.013063618,NA,NA,NA,NA
C5orf17,NA,NA,NA,NA,NA,-0.21455395,NA
C6orf3,0.0559527,0.063298468,0.106861521,NA,NA,NA,NA
C7orf13,0.345819925,0.268214066,0.119920121,0.326165053,NA,NA,NA
C8orf17,NA,NA,0.118773936,NA,NA,NA,NA
C8orf49,NA,NA,-0.032711573,NA,NA,NA,NA
C9orf41-AS1,NA,NA,0.028559438,NA,NA,NA,NA
CADM3-AS1,NA,NA,NA,-0.326982455,-0.150756207,NA,0.033862936
CAHM,-0.053306319,-0.035140444,0.133257246,NA,NA,NA,NA
CAND1.11,-0.268317536,-0.192932134,0.082691583,NA,NA,NA,NA
CAPN10-AS1,NA,NA,0.141740751,-0.145148825,NA,NA,NA
CARD8-AS1,NA,NA,0.318447443,NA,NA,NA,NA
CARMN,-0.086542255,-0.11323837,NA,NA,NA,NA,NA
CARS-AS1,-0.074727395,-0.100548495,-0.274240348,NA,NA,NA,NA
CASC15,NA,NA,NA,0.170001903,NA,NA,NA
CASC16,NA,NA,0.00350187,NA,-0.128946095,NA,NA
CASC17,-0.12599145,-0.117818581,NA,NA,NA,NA,NA
CASC2,0.194046217,0.202747696,0.0897071,0.198604622,NA,NA,NA
CATIP-AS1,NA,NA,0.027105286,NA,NA,NA,NA
CBR3-AS1,NA,NA,0.127941783,NA,NA,NA,NA
CCDC18-AS1,0.102474636,NA,0.183664012,NA,NA,NA,NA
CCNT2-AS1,NA,NA,0.109826548,NA,NA,NA,NA
CD81-AS1,-0.12074809,-0.145394936,NA,NA,NA,NA,NA
CDC14C,NA,NA,NA,0.13649274,NA,NA,NA
CDC42-IT1,NA,NA,0.025025971,NA,NA,NA,NA
CDIPT-AS1,NA,NA,0.354108251,NA,NA,NA,NA
CDKN2A-AS1,NA,NA,0.03550443,NA,NA,NA,NA
CEBPA-AS1,NA,NA,NA,NA,-0.214756268,NA,0.142784887
CECR3,NA,NA,0.035049194,NA,NA,NA,NA
CELF2-AS1,-0.139167244,NA,NA,NA,NA,NA,NA
CELSR3-AS1,0.084050713,NA,0.146472581,NA,NA,NA,NA
CEP83-AS1,NA,NA,0.033129804,0.212960631,NA,NA,NA
CH17-140K24.2,0.052158189,0.051090648,0.223565496,NA,NA,NA,NA
CH17-302M23.1,NA,NA,0.113535648,NA,NA,NA,NA
CH17-437K3.1,-0.150578862,NA,NA,-0.2197529,NA,NA,NA
CHL1-AS1,NA,NA,NA,NA,NA,NA,0.087106663
CHL1-AS2,NA,-0.392724891,NA,-0.509028714,0.138971501,NA,NA
CHRM3-AS2,NA,NA,0.134991448,NA,NA,NA,NA
CIRBP-AS1,NA,NA,0.228862599,NA,NA,-0.181605983,NA
CKMT2-AS1,0.12062908,NA,0.442738443,NA,NA,NA,0.097365223
CLDN10-AS1,NA,NA,NA,-0.122544374,NA,NA,NA
CMB9-55F22.1,0.282300286,NA,NA,NA,NA,NA,NA
COPG2IT1,NA,NA,0.182406451,NA,NA,NA,NA
COX10-AS1,NA,NA,0.128019416,-0.319635279,NA,NA,NA
CPEB1-AS1,NA,NA,0.045985398,NA,NA,NA,NA
CPS1-IT1,NA,NA,NA,NA,NA,NA,-0.0568946
CSMD2-AS1,NA,0.196598103,NA,NA,NA,NA,NA
CSTF3-AS1,NA,0.203535797,0.105245979,NA,NA,NA,NA
CTA-268H5.14,NA,NA,NA,-0.167035626,NA,NA,NA
CTA-276F8.1,NA,NA,0.026545535,NA,NA,NA,NA
CTA-280A3__B.2,NA,NA,0.01031501,NA,NA,NA,NA
CTA-292E10.6,NA,NA,0.10263826,NA,NA,NA,NA
CTA-331P3.1,NA,NA,0.027199488,NA,NA,NA,NA
CTA-384D8.35,NA,NA,NA,0.427591495,NA,NA,NA
CTA-390C10.10,0.197910206,0.11079805,0.097540129,NA,NA,NA,NA
CTA-445C9.14,NA,NA,0.230587879,NA,NA,NA,NA
CTA-833B7.2,NA,NA,NA,NA,NA,NA,0.062587668
CTB-102L5.7,0.164358866,0.182597214,NA,0.249805141,NA,NA,NA
CTB-105N12.2,0.153463707,0.143641852,NA,0.213652317,NA,NA,NA
CTB-109A12.1,NA,NA,NA,-0.141480093,NA,NA,NA
CTB-111H14.1,NA,NA,-0.012871403,NA,NA,NA,NA
CTB-113P19.1,NA,NA,-0.020898508,NA,NA,NA,NA
CTB-127C13.1,NA,NA,0.034453771,NA,NA,NA,NA
CTB-129O4.1,NA,0.156240127,0.27110318,NA,NA,NA,NA
CTB-12A17.3,NA,NA,NA,NA,0.258650696,NA,NA
CTB-174D11.3,0.054400123,0.072193915,0.162347219,NA,NA,NA,NA
CTB-176F20.3,0.310539898,0.245920217,NA,NA,NA,NA,NA
CTB-181H17.1,NA,0.094249875,NA,NA,NA,NA,NA
CTB-193M12.5,NA,NA,0.176033423,NA,NA,NA,NA
CTB-31N19.3,NA,NA,0.112331821,NA,NA,NA,NA
CTB-31O20.2,NA,NA,0.413842324,NA,NA,NA,NA
CTB-31O20.9,NA,NA,0.396812506,NA,NA,NA,NA
CTB-58E17.1,-0.022806252,NA,0.337434135,NA,NA,NA,NA
CTB-58E17.5,0.261853222,0.201898476,0.032927231,0.319064119,NA,NA,NA
CTB-78F1.1,-0.115510166,-0.100653128,NA,NA,0.32939325,NA,NA
CTB-79E8.4,NA,NA,0.013163226,NA,NA,NA,NA
CTB-92J24.2,0.10461156,0.124872864,NA,NA,NA,NA,NA
CTB-92J24.3,NA,NA,-0.107214101,-0.244524381,NA,NA,NA
CTBP1-AS2,NA,NA,0.163473869,NA,NA,NA,NA
CTC-203F4.2,NA,NA,-0.206110051,NA,NA,NA,NA
CTC-204F22.1,-0.087036532,-0.094800566,NA,NA,NA,NA,NA
CTC-205M6.1,NA,NA,0.151696359,NA,NA,NA,NA
CTC-242N15.1,NA,NA,0.099786088,NA,NA,NA,NA
CTC-260E6.4,NA,NA,0.164224601,NA,NA,NA,NA
CTC-338M12.4,0.068649395,NA,0.168451283,NA,0.135796157,NA,NA
CTC-343N3.1,NA,NA,0.02514703,NA,NA,NA,NA
CTC-378H22.2,NA,NA,0.080320332,-0.259324744,NA,NA,NA
CTC-384G19.1,NA,NA,0.013533708,NA,NA,NA,NA
CTC-425F1.4,NA,NA,0.118709189,NA,NA,NA,0.090800826
CTC-428G20.6,NA,NA,0.01612029,NA,NA,NA,NA
CTC-429P9.3,NA,NA,0.409590138,NA,NA,NA,NA
CTC-436P18.4,NA,NA,0.02601644,NA,NA,NA,NA
CTC-444N24.11,0.044541412,0.050088258,0.39371893,NA,NA,NA,NA
CTC-453G23.7,0.102319503,0.07461258,0.180653163,0.177478266,NA,NA,NA
CTC-459F4.9,NA,NA,0.036455466,NA,NA,NA,NA
CTC-463A16.1,NA,NA,0.027024808,NA,NA,NA,NA
CTC-471J1.11,NA,NA,0.110789644,NA,NA,NA,NA
CTC-471J1.2,NA,NA,0.201120525,NA,NA,NA,NA
CTC-487M23.6,NA,NA,0.174565966,NA,NA,NA,NA
CTC-492K19.7,NA,NA,0.02949825,NA,NA,NA,NA
CTC-493L21.1,NA,NA,NA,NA,0.215210186,NA,NA
CTC-510F12.4,NA,-0.094756719,NA,NA,NA,NA,NA
CTC-523E23.6,NA,NA,NA,-0.05763135,NA,NA,NA
CTC-526N19.1,0.049230208,0.056090005,NA,NA,NA,NA,NA
CTC-527H23.4,NA,NA,0.006536647,NA,NA,NA,NA
CTC-529I10.2,NA,-0.150711,-0.084170608,NA,NA,NA,NA
