FIRRE,0.328893063,0.421254034,NA,NA,NA,0.439908446,0.440225676,0.63524223,NA,NA,NA,NA,NA,NA,NA,NA,0.031465113,NA,NA,NA,NA,NA,NA,FIRRE
FLJ12825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.319302013,NA,NA,-0.039159402,FLJ12825
FLJ33360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.259580619,-0.158244665,NA,-0.051544993,NA,NA,0.641238885,0.180948,NA,NA,FLJ33360
HAGLROS,0.477680942,0.548892901,NA,0.290996315,0.649093457,0.431918042,0.381320082,0.312473271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.217383527,-0.036139988,HAGLROS
HCG26,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.037209284,NA,NA,NA,NA,0.078738104,NA,NA,NA,NA,0.822701946,NA,NA,NA,HCG26
HCG4,NA,0.369432097,NA,NA,0.257526404,NA,NA,NA,NA,0.091902218,NA,NA,NA,NA,-0.051483016,NA,NA,0.547782346,NA,0.894709134,NA,-0.333820252,-0.030842738,HCG4
HCP5,NA,NA,NA,0.265528165,0.263116246,NA,NA,0.157441008,NA,-0.062699031,NA,0.021259302,NA,NA,NA,0.043490476,NA,NA,NA,1.103468986,-0.029647571,NA,NA,HCP5
HNCAT21,NA,0.321941742,NA,NA,NA,NA,0.61647191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HNCAT21
HOXA-AS2,NA,NA,NA,NA,0.616448861,NA,NA,-0.32588458,NA,NA,NA,NA,NA,NA,-0.015977974,NA,NA,NA,NA,NA,NA,NA,-0.033061829,HOXA-AS2
KCNQ1OT1,NA,0.406914739,NA,NA,NA,0.296497227,NA,NA,NA,NA,NA,NA,NA,-0.065459116,-0.017632121,NA,NA,NA,NA,1.159802243,NA,NA,NA,KCNQ1OT1
KIAA0125,-0.482605948,-0.480875435,NA,-0.781633633,NA,NA,NA,NA,NA,-0.048978778,-0.12633221,NA,-0.226396821,NA,0.023055127,NA,NA,NA,NA,0.833936143,NA,NA,NA,KIAA0125
LINC00698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241034214,0.104249821,NA,NA,NA,NA,NA,NA,0.645442673,0.059033788,LINC00698
LINC00911,NA,0.642701775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LINC00911
LINC01305,NA,NA,NA,NA,NA,1.289173499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.027510357,LINC01305
LINC01614,NA,0.736507263,NA,NA,NA,0.424999701,0.579983717,NA,NA,NA,NA,NA,NA,NA,0.018474446,NA,NA,NA,NA,NA,NA,NA,NA,LINC01614
LOC100130872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606921319,NA,NA,-0.041035491,LOC100130872
LOC100506100,NA,NA,NA,0.138010883,0.720180606,NA,NA,0.068824409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099777122,NA,NA,LOC100506100
LOC100996624,0.476007344,0.550005584,NA,NA,0.163994403,0.360162015,0.659372577,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026613919,NA,NA,NA,NA,NA,-0.039479081,LOC100996624
LOC101928273,NA,-0.151296859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.038017563,NA,NA,NA,NA,NA,NA,0.616225186,0.117024191,LOC101928273
LOC101929504,NA,0.73569584,0.071993824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.037349418,NA,NA,NA,NA,NA,-0.038940833,NA,-0.037749415,LOC101929504
LOC253573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029724927,NA,NA,NA,NA,NA,NA,0.583102641,NA,LOC253573
LOC375196,NA,NA,NA,NA,NA,0.831205897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035149913,NA,NA,LOC375196
LOC642852,NA,NA,NA,NA,NA,0.088116842,NA,NA,NA,NA,NA,NA,NA,0.067867632,0.037496896,NA,NA,NA,NA,0.701950222,NA,NA,NA,LOC642852
LOC646903,0.568676948,0.676759004,NA,NA,NA,NA,NA,0.170457364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.028651089,NA,-0.032303943,LOC646903
LOC90246,NA,NA,NA,0.125592165,0.142532872,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.020248554,NA,NA,NA,NA,0.761357117,NA,NA,NA,LOC90246
LOC91450,NA,0.186758017,NA,NA,NA,0.132735179,NA,NA,NA,NA,NA,NA,NA,NA,-0.249636133,NA,NA,NA,NA,0.942766979,NA,NA,NA,LOC91450
LRRC2-AS1,NA,NA,NA,NA,NA,NA,NA,0.158506291,NA,NA,NA,NA,NA,NA,-0.041586612,NA,NA,0.661411221,NA,NA,-0.076323452,NA,-0.035100966,LRRC2-AS1
MIAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030621372,NA,NA,1.655245341,NA,NA,NA,MIAT
MIR155HG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.176521685,-0.251805433,NA,-0.121924275,NA,NA,1.00261833,NA,-0.579750283,-0.084076772,MIR155HG
MIR17HG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034387152,-0.481779454,NA,1.120412636,NA,NA,NA,MIR17HG
MIR2052HG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72576768,0.431070587,NA,NA,NA,NA,NA,-0.269964751,NA,0.184058746,MIR2052HG
MIR3945HG,0.664539389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082997737,NA,NA,NA,NA,NA,NA,-0.075707714,NA,NA,MIR3945HG
MNX1-AS1,NA,NA,NA,NA,0.454388631,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.020020913,NA,NA,0.669013413,NA,NA,NA,NA,-0.02291868,MNX1-AS1
PTPRG-AS1,NA,NA,NA,NA,NA,0.782663414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PTPRG-AS1
RHPN1-AS1,NA,NA,NA,NA,NA,0.602035358,NA,0.368372629,NA,0.052871976,-0.103643787,NA,-0.13728332,NA,NA,NA,0.029891343,NA,0.048058653,NA,NA,NA,NA,RHPN1-AS1
RP11-1103G16.1,0.553310525,0.606568347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02525943,NA,NA,NA,NA,NA,NA,NA,NA,RP11-1103G16.1
RP11-133K1.8,NA,NA,-0.185174558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614158843,NA,RP11-133K1.8
RP11-371I20.2,NA,-0.120427174,NA,NA,NA,-0.103261983,NA,NA,NA,NA,NA,NA,NA,0.230365494,0.065044577,NA,0.03057767,NA,NA,NA,NA,0.602656372,NA,RP11-371I20.2
RP11-413B19.2,NA,-0.107970181,NA,NA,NA,NA,-0.102784576,NA,NA,NA,NA,NA,NA,0.157734992,0.099999803,NA,0.053711793,NA,NA,NA,NA,0.756445126,NA,RP11-413B19.2
RP11-497E19.1,NA,0.67640182,NA,NA,NA,NA,0.419219924,NA,NA,NA,NA,NA,NA,NA,0.028477792,NA,0.05932706,NA,NA,NA,NA,NA,NA,RP11-497E19.1
RP11-65G9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021939175,-0.037342834,NA,NA,0.372574247,0.32664835,NA,0.143758144,NA,NA,NA,NA,0.588665464,0.190563961,RP11-65G9.1
RP11-67L3.4,0.240658329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162998015,0.100780934,NA,NA,NA,NA,NA,0.067455961,0.626627918,0.109608016,RP11-67L3.4
RP11-715J22.2,NA,NA,NA,NA,NA,0.675023581,0.251873636,0.168178732,NA,NA,NA,NA,NA,NA,NA,NA,0.027792223,NA,NA,NA,NA,NA,NA,RP11-715J22.2
RP11-758M4.4,NA,NA,NA,NA,NA,NA,NA,0.590229433,NA,NA,NA,NA,NA,NA,-0.071908246,NA,-0.030777458,NA,NA,NA,NA,-0.439440038,-0.116843947,RP11-758M4.4
RP13-942N8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184568528,0.07958412,NA,0.113084609,NA,NA,NA,0.063089234,0.72450361,0.080289424,RP13-942N8.1
SNHG1,NA,NA,NA,NA,NA,NA,NA,0.080032307,NA,NA,NA,NA,NA,NA,-0.083523013,NA,NA,NA,NA,0.80271251,NA,0.338972039,NA,SNHG1
SNHG10,NA,NA,NA,0.199856449,NA,-0.095649677,NA,NA,NA,NA,NA,NA,NA,NA,-0.168844201,NA,-0.0558769,NA,NA,0.749957063,NA,NA,NA,SNHG10
SNHG12,NA,NA,NA,NA,NA,NA,NA,NA,0.05556351,NA,NA,NA,NA,-0.161379143,-0.094953339,NA,NA,NA,NA,0.785663003,NA,NA,NA,SNHG12
SNHG3,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.033793365,NA,NA,0.032279759,NA,NA,NA,NA,NA,NA,0.727556526,NA,NA,-0.023362271,SNHG3
TSPEAR-AS2,NA,NA,NA,NA,0.247444611,NA,0.857460245,0.41746818,NA,NA,NA,NA,NA,NA,0.013730409,NA,NA,NA,NA,NA,NA,NA,0.034361846,TSPEAR-AS2
XIST,NA,NA,NA,-0.84099254,NA,-0.478900456,0.968661247,-0.383352449,-0.261887429,0.045095655,NA,NA,NA,NA,-0.015217979,NA,0.013968356,NA,-0.087064566,NA,NA,NA,-0.026266813,XIST
A1BG-AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053967218,NA,NA,NA,NA,NA,NA,A1BG-AS1
A2M-AS1,-0.145625558,-0.117967296,0.042853207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2M-AS1
AA06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.032178322,AA06
AATBC,NA,NA,NA,NA,NA,0.261091631,NA,NA,NA,NA,NA,NA,NA,NA,-0.017395753,NA,-0.021889989,NA,NA,NA,-0.054589256,NA,NA,AATBC
AC000095.11,-0.025351003,-0.021342264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526490464,0.220124611,NA,0.149350687,NA,NA,NA,0.158649677,NA,0.093390312,AC000095.11
AC000123.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.020894803,NA,NA,NA,NA,NA,NA,NA,-0.036355946,AC000123.2
AC000123.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023552414,AC000123.3
AC002059.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02488997,AC002059.10
AC002064.5,-0.181717912,-0.182205208,NA,NA,NA,NA,NA,0.074444715,NA,NA,NA,NA,NA,NA,0.1031504,NA,NA,NA,NA,NA,NA,NA,NA,AC002064.5
AC002310.12,NA,NA,NA,NA,0.355561441,NA,NA,NA,NA,NA,NA,NA,NA,0.111817458,NA,NA,NA,NA,NA,NA,NA,NA,-0.033738143,AC002310.12
AC002310.7,-0.26330248,-0.231767386,NA,-0.097213471,NA,NA,NA,-0.065978192,NA,0.299947471,NA,-0.075202569,-0.073224824,NA,NA,-0.059590965,0.041395411,NA,0.144236287,NA,NA,NA,0.028234621,AC002310.7
AC002467.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026673488,AC002467.7
AC002480.5,NA,NA,NA,NA,NA,NA,NA,0.116507405,NA,NA,NA,NA,NA,NA,-0.02041564,NA,0.0415354,NA,NA,NA,NA,NA,NA,AC002480.5
AC003075.4,NA,NA,NA,NA,NA,-0.109584505,NA,NA,NA,NA,NA,NA,NA,0.067850889,0.016884801,NA,NA,NA,NA,NA,NA,NA,-0.037109125,AC003075.4
AC003090.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108344297,-0.019557932,NA,0.024669114,NA,NA,NA,NA,NA,NA,AC003090.1
AC003973.4,NA,NA,NA,NA,0.289995871,NA,NA,0.372360432,NA,NA,NA,NA,NA,NA,NA,NA,-0.027928911,NA,NA,NA,-0.063606041,NA,NA,AC003973.4
AC004009.1,NA,NA,NA,0.086415301,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182760411,0.064913118,NA,0.068249759,NA,NA,NA,NA,NA,NA,AC004009.1
AC004009.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081561152,NA,0.024616707,NA,NA,NA,0.043608136,NA,NA,AC004009.2
AC004076.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042750635,NA,0.088035179,NA,NA,NA,NA,NA,NA,AC004076.5
AC004158.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021526795,AC004158.3
AC004237.1,NA,NA,NA,NA,NA,NA,NA,-0.136483336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115189052,NA,NA,AC004237.1
AC004540.5,NA,NA,NA,-0.09724722,NA,NA,0.101991021,-0.091211164,NA,-0.111125636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04012693,AC004540.5
AC004623.3,NA,NA,NA,NA,NA,NA,NA,0.171846074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.037054723,AC004623.3
AC004906.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022981788,NA,NA,NA,NA,NA,NA,NA,NA,AC004906.3
AC004947.2,-0.187070212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC004947.2
AC004951.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.028934439,NA,NA,NA,NA,NA,NA,AC004951.6
AC004988.1,NA,NA,0.070454916,NA,0.327046971,NA,NA,0.212468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.055289521,AC004988.1
AC005009.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.030809669,AC005009.1
AC005062.2,-0.415214416,-0.39927832,NA,NA,NA,-0.266228026,-0.301589129,NA,NA,NA,NA,NA,NA,-0.123600206,-0.018724605,NA,NA,NA,NA,NA,NA,NA,-0.035821164,AC005062.2
AC005076.5,NA,NA,0.104031328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC005076.5
AC005154.6,NA,NA,NA,NA,NA,NA,NA,-0.08304012,NA,NA,NA,NA,NA,0.083428554,0.030442414,NA,0.024723613,NA,NA,NA,NA,NA,NA,AC005154.6
AC005162.4,NA,NA,NA,-0.078042714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060273899,NA,NA,NA,NA,-0.319190921,NA,AC005162.4
AC005224.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023148552,NA,NA,NA,NA,NA,NA,NA,NA,AC005224.2
AC005256.1,NA,NA,NA,NA,NA,NA,NA,0.211170591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC005256.1
AC005306.3,-0.165046582,-0.148381129,NA,-0.084630111,NA,NA,NA,-0.041746632,NA,NA,NA,NA,NA,-0.309461613,-0.044617427,NA,NA,NA,NA,NA,NA,-0.49655552,NA,AC005306.3
AC005355.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048628949,NA,NA,NA,NA,NA,NA,AC005355.3
AC005498.3,NA,NA,NA,-0.175075519,-0.131569422,NA,NA,-0.452863648,NA,NA,NA,NA,NA,NA,-0.076627751,NA,NA,NA,NA,NA,-0.044831642,NA,-0.05773794,AC005498.3
AC005522.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.066254534,NA,NA,NA,-0.097790315,NA,-0.065355192,AC005522.7
AC005523.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.075980713,NA,-0.059898593,NA,NA,NA,NA,NA,-0.146473761,AC005523.2
AC005523.3,-0.094426149,-0.088204014,NA,NA,NA,NA,-0.101458828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC005523.3
AC005537.2,NA,0.282015619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07120064,NA,NA,NA,NA,NA,-0.0388834,NA,NA,AC005537.2
AC005538.3,NA,NA,NA,NA,0.1754656,NA,NA,NA,0.029170564,NA,NA,NA,NA,NA,0.013705007,NA,0.016952937,NA,NA,NA,NA,NA,NA,AC005538.3
AC005546.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027915787,-0.079296237,-0.014770765,-0.056088674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC005546.2
AC005562.1,NA,-0.064827405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.019120145,NA,NA,NA,NA,NA,NA,NA,-0.033013728,AC005562.1
AC005592.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.031787164,NA,NA,NA,NA,NA,-0.084964905,AC005592.3
AC005606.14,NA,0.119901201,NA,-0.10468136,NA,NA,0.184664191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022580303,AC005606.14
AC005616.1,-0.289027981,NA,NA,NA,NA,-0.280190167,NA,0.09103395,NA,NA,NA,NA,NA,0.198033872,NA,NA,NA,NA,NA,NA,-0.182949907,NA,NA,AC005616.1
AC005624.2,NA,NA,NA,-0.172653807,NA,NA,NA,-0.106034032,NA,NA,NA,NA,NA,0.100642142,0.065320877,NA,NA,NA,NA,NA,0.029851398,NA,NA,AC005624.2
AC005682.5,NA,NA,NA,0.315366904,0.17177759,NA,NA,0.152407384,NA,NA,NA,NA,NA,NA,-0.019541553,NA,NA,NA,NA,NA,-0.032968319,NA,NA,AC005682.5
AC005754.7,NA,NA,NA,NA,NA,NA,NA,0.119780677,NA,NA,NA,NA,NA,NA,-0.032658525,NA,-0.073028953,NA,NA,NA,NA,NA,-0.055471592,AC005754.7
AC005785.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152480538,0.043439376,NA,0.064406397,NA,NA,NA,NA,NA,NA,AC005785.2
AC005785.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.391756849,NA,-0.12823473,NA,NA,NA,-0.20379869,NA,-0.098890496,AC005785.5
AC006050.2,0.56622844,0.531530287,NA,-0.121830671,NA,0.224507379,0.4427421,-0.071696757,NA,NA,NA,NA,NA,NA,NA,NA,0.036845351,NA,NA,NA,0.032542966,NA,NA,AC006050.2
AC006077.3,NA,NA,NA,NA,NA,NA,NA,0.07297795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC006077.3
AC006116.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.032777233,AC006116.17
AC006129.2,NA,NA,NA,-0.168547542,NA,NA,NA,-0.211982799,NA,NA,NA,NA,NA,NA,-0.020517379,NA,NA,NA,NA,NA,NA,NA,-0.024930206,AC006129.2
AC006277.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05748816,AC006277.2
AC006552.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.016357575,NA,NA,NA,NA,NA,NA,NA,-0.050011864,AC006552.1
AC006840.1,NA,NA,NA,NA,NA,NA,NA,0.225433323,NA,NA,NA,NA,NA,NA,NA,NA,0.027455481,NA,NA,NA,NA,NA,-0.039054302,AC006840.1
AC007009.1,NA,NA,NA,-0.269608155,-0.240845389,0.03105479,NA,-0.425478853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC007009.1
AC007038.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028449761,NA,NA,AC007038.7
AC007228.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.016816434,NA,-0.03686602,NA,NA,NA,NA,NA,-0.030773601,AC007228.11
